date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:48:15	101552/101552	---M--	200	added ('OK')	image/jpeg	etag:%22eee6f87ad33d31:0%22	../static/RDJ/contentFiles/imageSnippets/iStock-500111062.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/imageSnippets/iStock-500111062.jpg	(from ../static/RDJ/our-approach)
14:48:18	194976/194976	---M--	200	added ('OK')	image/jpeg	etag:%22a9589aecac33d31:0%22	../static/RDJ/contentFiles/imageSnippets/iStock-629667248.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/imageSnippets/iStock-629667248.jpg	(from ../static/RDJ/our-approach)
14:48:19	7638/7638	---M-Z	200	added ('OK')	text/css	etag:%22f81d325c927d31:0%22	../static/RDJ/dccom/components/TWStaffProfiles/styles/Default/css/staffprofile.css	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dccom/components/TWStaffProfiles/styles/Default/css/staffprofile.css	(from ../static/RDJ/meet-the-team)
14:48:19	5721/5721	---M-Z	200	added ('OK')	application/javascript	etag:%224d255b27c827d31:0%22	../static/RDJ/dccom/components/TWStaffProfiles/styles/Default/js/staffprofile.js	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dccom/components/TWStaffProfiles/styles/Default/js/staffprofile.js	(from ../static/RDJ/meet-the-team)
14:48:51	221178/221178	---M--	200	added ('OK')	image/jpeg	etag:%22ec9e4569ccad31:0%22	../static/RDJ/contentFiles/innerpageBanners/1501595117151_iStock-629667248.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/innerpageBanners/1501595117151_iStock-629667248.jpg	(from ../static/RDJ/startup-guide)
14:49:10	315323/315323	---M--	200	added ('OK')	image/jpeg	etag:%22c5b8b6cd7dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/DiarmaidGavin.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/DiarmaidGavin.jpg	(from ../static/RDJ/meet-the-team)
14:49:44	323218/323218	---M--	200	added ('OK')	image/jpeg	etag:%22b64a8c67dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/ElenaVassileva.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/ElenaVassileva.jpg	(from ../static/RDJ/meet-the-team)
14:50:02	320332/320332	---M--	200	added ('OK')	image/jpeg	etag:%223dec0dd7dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/JpGilmartin.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/JpGilmartin.jpg	(from ../static/RDJ/meet-the-team)
14:50:36	323847/323847	---M--	200	added ('OK')	image/jpeg	etag:%229c6911c17dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/Fin%c3%adnOBrien.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/Fin%c3%adnOBrien.jpg	(from ../static/RDJ/meet-the-team)
14:50:55	326814/326814	---M--	200	added ('OK')	image/jpeg	etag:%226fa91ae47dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/GillianKeating.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/GillianKeating.jpg	(from ../static/RDJ/meet-the-team)
14:51:28	324320/324320	---M--	200	added ('OK')	image/jpeg	etag:%2273a5c5d27dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/ColmManning.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/ColmManning.jpg	(from ../static/RDJ/meet-the-team)
14:51:48	329042/329042	---M--	200	added ('OK')	image/jpeg	etag:%221e579d97dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/SeanOReilly.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/SeanOReilly.jpg	(from ../static/RDJ/meet-the-team)
14:52:08	119606/119606	---M--	200	added ('OK')	image/jpeg	etag:%2247d39dc80fcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/DiarmaidGavinMobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/DiarmaidGavinMobile.jpg	(from ../static/RDJ/meet-the-team)
14:52:24	96876/96876	---M--	200	added ('OK')	image/jpeg	etag:%22b8e59d6581fcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/ElenaVassilevaMobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/ElenaVassilevaMobile.jpg	(from ../static/RDJ/meet-the-team)
14:52:29	379312/379312	---M--	200	added ('OK')	image/jpeg	etag:%2244d230257dfcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/team.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/team.jpg	(from ../static/RDJ/meet-the-team)
14:52:42	114371/114371	---M--	200	added ('OK')	image/jpeg	etag:%222e629a8581fcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/JpGilmartinMobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/JpGilmartinMobile.jpg	(from ../static/RDJ/meet-the-team)
14:52:49	117532/117532	---M--	200	added ('OK')	image/jpeg	etag:%2245212a181fcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/Fin%c3%adnOBrienMobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/Fin%c3%adnOBrienMobile.jpg	(from ../static/RDJ/meet-the-team)
14:53:02	123023/123023	---M--	200	added ('OK')	image/jpeg	etag:%22e78165b581fcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/GillianKeatingMobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/GillianKeatingMobile.jpg	(from ../static/RDJ/meet-the-team)
14:53:07	115644/115644	---M--	200	added ('OK')	image/jpeg	etag:%2210a5a4d581fcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/ColmManningMobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/ColmManningMobile.jpg	(from ../static/RDJ/meet-the-team)
14:53:08	499/499	---M-Z	200	added ('OK')	text/css	etag:%2265a72783caf0d21:0%22	../static/RDJ/dcCom/components/GDBlog/styles/bootstrap-v2/css/blog.css	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dcCom/components/GDBlog/styles/bootstrap-v2/css/blog.css	(from ../static/RDJ/blog)
14:53:18	97408/97408	---M--	200	added ('OK')	image/jpeg	etag:%22c2b659282fcd21:0%22	../static/RDJ/contentFiles/components/twStaffProfiles/45/SeanOReillyMobile.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/components/twStaffProfiles/45/SeanOReillyMobile.jpg	(from ../static/RDJ/meet-the-team)
14:53:19	3380/3380	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2019%20Feb%202017%2018:48:00%20GMT	https://cdnjs.cloudflare.com/ajax/libs/jquery.matchHeight/0.7.2/jquery.matchHeight-min.js	D:/RDJ_Prototype/RDJ/cdnjs.cloudflare.com/ajax/libs/jquery.matchHeight/0.7.2/jquery.matchHeight-min.js	(from ../static/RDJ/blog)
14:53:22	76874/76874	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:53:19%20GMT	../static/RDJ/blog/pageNum/1/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/pageNum/1/index.html	(from ../static/RDJ/blog)
14:53:24	75308/75308	---MCZ	200	added ('OK')	text/html	date:Fri,%2029%20Sep%202017%2013:53:22%20GMT	../static/RDJ/blog/pageNum/2/	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/blog/pageNum/2/index.html	(from ../static/RDJ/blog)
14:53:25	1151/1151	---M-Z	200	added ('OK')	text/css	etag:%22f85b87221815d31:0%22	../static/RDJ/dccom/components/GDHtmlFaq/styles/Default/style.css	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dccom/components/GDHtmlFaq/styles/Default/style.css	(from ../static/RDJ/faqs)
14:53:53	281039/281039	---M--	200	added ('OK')	image/jpeg	etag:%224acc489bccad31:0%22	../static/RDJ/contentFiles/innerpageBanners/iStock-681735120.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/innerpageBanners/iStock-681735120.jpg	(from ../static/RDJ/blog)
14:54:27	208059/208059	---M--	200	added ('OK')	image/jpeg	etag:%22f8e44df9c9ad31:0%22	../static/RDJ/contentFiles/innerpageBanners/iStock-686274516.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/innerpageBanners/iStock-686274516.jpg	(from ../static/RDJ/faqs)
14:54:27	8816/8816	---M-Z	200	added ('OK')	text/css	etag:%22022368a9173d01:0%22	../static/RDJ/dcCom/components/gdEvents/styles/rdjstartups/css/events.css	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dcCom/components/gdEvents/styles/rdjstartups/css/events.css	(from ../static/RDJ/startup-academy)
14:54:27	774/774	---M-Z	200	added ('OK')	application/javascript	etag:%228089928e61efd21:0%22	../static/RDJ/dcCom/components/gdEvents/styles/rdjstartups/js/events.js	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dcCom/components/gdEvents/styles/rdjstartups/js/events.js	(from ../static/RDJ/startup-academy)
14:54:29	393049/393049	---M--	200	added ('OK')	application/javascript	date:Wed,%2013%20Jul%202016%2014:54:44%20GMT	http://cdn.ckeditor.com/4.5.10/basic/ckeditor.js	D:/RDJ_Prototype/RDJ/cdn.ckeditor.com/4.5.10/basic/ckeditor.js	(from ../static/RDJ/faqs)
14:54:29	467/467	---M-Z	200	added ('OK')	text/css	etag:%22b04b5157f61d01:0%22	../static/RDJ/dccom/components/GDDocuments/styles/Default/style.css	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dccom/components/GDDocuments/styles/Default/style.css	(from ../static/RDJ/legal-templates)
14:54:29	15128/15128	---M-Z	200	added ('OK')	text/css	etag:%22705cc484814bd01:0%22	../static/RDJ/dccom/components/GDDocuments/assets/datatables/css/jquery.dataTables.min.css	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dccom/components/GDDocuments/assets/datatables/css/jquery.dataTables.min.css	(from ../static/RDJ/legal-templates)
14:54:35	78746/78746	---M-Z	200	added ('OK')	application/javascript	etag:%226042a785814bd01:0%22	../static/RDJ/dccom/components/GDDocuments/assets/datatables/js/jquery.dataTables.min.js	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/dccom/components/GDDocuments/assets/datatables/js/jquery.dataTables.min.js	(from ../static/RDJ/legal-templates)
14:54:52	103595/103595	---M--	200	added ('OK')	image/jpeg	etag:%2230718254cbad31:0%22	../static/RDJ/contentFiles/innerpageBanners/RDJLegalTemplatesBannerImage-02.jpg	D:/RDJ_Prototype/RDJ/www.rdjstartups.ie/contentFiles/innerpageBanners/RDJLegalTemplatesBannerImage-02.jpg	(from ../static/RDJ/legal-templates)
